Name;SKU;Barcodes;Price;Stock;Category;Laboratory;ActiveIngredients;Bioequivalent;Description;ISP_Code;TherapeuticAction;Units;Concentration;PrescriptionType
NIVEA CREMA PARA MANOS CUIDADO INTENSIVO PIEL SECA 100ML/102G;51643;42429142;3000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
NIVEA CREMA ROSTRO CUERPO MANOS. X75ML. BEIERSDORF;;4005900528230;6000;100;;;;false;;;;;;
NIVEA CREMA X150ML;;4005800137556;4000;100;;;;false;;;;;;
NIVEA CREMA X30ML BEIERSDORF;;4005800137655;2500;100;;;;false;;;;;;
NIVEA DERMO PROTEC;;4005900950925;3000;100;;;;false;;;;;;
NIVEA DOUBLE EFFECT;;4005808257720;2500;100;;;;false;;;;;;
NIVEA FACE ROSE CARE TOALLITAS X25;51645;76047505835259;2500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
NIVEA LOCION Q10 REAFIRMANTE X400ML;;4005900954541;6500;100;;;;false;;;;;;
NIVEA MASC.URB.SKIN HD.1;;4005900622600;4000;100;;;;false;;;;;;
NIVEA MEN  DESODORANTE DERMA PROTEC CLINICAL   150ML  NIVEA;;4005900950918;3570;100;;;;false;;;;;;
NIVEA MEN BLACK & WHITE 150 ML;;4005900036711;2500;100;;;;false;;;;;;
NIVEA MEN BLACK CARBON DESOD BARRA 54G;51647;4005900919557;3500;100;OTROS;BEIERSDORF;PARACETAMOL 1 G;false;;;DESODORANTES;;;
NIVEA MEN BLACKWHITE ROLLON ANT BEIE 50ML52G;;4005900036759;2500;100;;;;false;;;;;;
NIVEA MEN BLANK Y WHITE INVIISBLE 150ML;;4005900728173;2500;100;;;;false;;;;;;
NIVEA MEN CLINICAL DEO  ROLL ON 50ML;51649;4006000087221;5000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
NIVEA MEN CREME 150ML;;4005900528223;7000;100;;;;false;;;;;;
NIVEA MEN DEEP EXTREME MAXX 150ML;;4006000090849;2500;100;;;;false;;;;;;
NIVEA MEN FRESH OCEAN 150ML;;4005900515933;2500;100;;;;false;;;;;;
NIVEA MEN PROTECT DESHODORANTE;;4005900354945;2500;100;;;;false;;;;;;
NIVEA MEN SENSITIVE PROTECT 150ML;;4005808663798;2500;100;;;;false;;;;;;
NIVEA PEARLBEAUTY ROLL-ANT BEI 50ML;;4005808257669;2000;100;;;;false;;;;;;
NIVEA Q10 ANTI-ARRUGAS POWER CONTORNO DE OJOS 15ML;;4005808179732;14000;100;;;;false;;;;;;
NIVEA ROLL ON ANTITRANSPIRANTE TONO NATURAL CLASSIC TOUCH X50ML BEIERSDORF;;4005900624116;2500;100;;;;false;;;;;;
NIVEA SIN PERFUME;;4005808663927;3200;100;;;;false;;;;;;
NIVEA TONO NATURAL VIT.C CLASSIC TOUCH 150ML;;4005808829675;2500;100;;;;false;;;;;;
NOBIVAC® DAPPvL2 VACUNA SEXTUPLE 1DOSIS LAB. MSD;;662858121315;4500;100;;;;false;;;;;;
NOGESTA 75 MCG DESOGESTREL 75 MCG X 28 COMP. RECUBIERTOS;;7800007713667;12000;100;;;;false;;;;;;
NOPTIC 3MG ESZOPICLONA 30COMP ANDROMACO;;7800018162584;10000;100;;;;false;;;;;;
NORDOX FENAZOPIRIDINA CROHIDRATO 200MG X14COMP LAB. TECNOFARMA;;7800070004570;17500;100;;;;false;;;;;;
NORESTIS BETAHISTINA DICLORHIDRATO 16MG 30 COMP;;8436024616644;11000;100;;;;false;;;;;;
NORMOART XR METFORMINA CLORHIIDRATO 750MG X30COMP LAB. PINACLE;;7804677770517;3000;100;;;;false;;;;;;
nortium 25 mg;;7804650885375;3000;100;;;;false;;;;;;
NOSCAPINA 20MG X20COMP LAB.MILAB;;7800063110387;2000;100;;;;false;;;;;;
NOSOTRAS 20 PROTECTORES DE LACTANCIA;51657;7702026177140;18000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
NOSOTRAS DIARIOS PROTECTORES X100UND;;7702026147082;5500;100;;;;false;;;;;;
NOSOTRAS DIARIOS SENSITI V JABON INTIMO EXTRACTO DE ALGODON X200ML;;7702026177546;5500;100;;;;false;;;;;;
NOSOTRAS JABON INTIMO HIERBABUENA CONTROL OLOR X200ML FAMILIA;;7702026178901;5500;100;;;;false;;;;;;
NOSOTRAS JABON INTIMO PRO DEFENSE V C PREVIOTICOS 200ML;;7702026196271;5500;100;;;;false;;;;;;
NOSOTRAS MATERN 10UNI;;7702027042010;4500;100;;;;false;;;;;;
NOSOTRAS PROTECCION V 10 TOALLAS;;7702026173623;1500;100;;;;false;;;;;;
NOSOTRAS SENSITI V;;7702026179670;1500;100;;;;false;;;;;;
NOSOTRAS TAMPONES 8UNI NOS;;7702027435607;3500;100;;;;false;;;;;;
NOTINFLAM. PAPAYA. PINA CAPSULAS X 60;;659525184414;4500;100;;;;false;;;;;;
NOVAFEM CON JERINGA;;7800020162138;14000;100;;;;false;;;;;;
NOVAFEM MEDROXIPROGESTERONA ACETATO + ESTRADIOL CIPIONATO 25 MG + 5 MG 1 AMPOLLA LAB. ANDROMACO;;7501124183363;9000;100;;;;false;;;;;;
NOVALIF OMEGA 3 VITAMINAS Y COLINA 60CAPS;51660;7804656600460;21000;100;OTROS;EXELTIS CHILE;;false;;;SUPLEMENTO ALIMENTICIO;;;
NOVO TEARS NAFAZOLINA HCI + HIPROMELOSA + DEXTRAN 0.12MG + 3MG+ 1MG X10ML LAB. SAVAL;;7800060035140;4000;100;;;;false;;;;;;
NOW ACEITE 100 ARBOL DE TE 30ML;;;6500;100;;;;false;;;;;;
NOW ACEITES ECENCIALES ORGANICO. ROMERO. 30ML;;733739076007;2500;100;;;;false;;;;;;
NOW ESSENTIAL OILS 100 PURE LIMON 1FTOZ X30ML PHARMASAN;;733739075659;12500;100;;;;false;;;;;;
NP-27 ACIDO UNDECILENICO 8.71. G 30ML LAB FQP;;7800057001776;6000;100;;;;false;;;;;;
NP-27 ACIDO UNDECILENICO 8.71. G 60ML LAB FQP;;7800023000017;8500;100;;;;false;;;;;;
NUÑOA ACIDO BORICO 100 GRS. 1 UND. DROGUERIA ÑUÑOA;;7805357001563;1500;100;;;;false;;;;;;
NUX VOMICA COMPUESTA GOTAS ORALES X30ML KNOP;51665;2000341103468;6500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
NUX VOMICA D6 COMP. KNOP;51666;2000110421199;3500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OBAO DERMO EFICACIA MAGNESIO EXTRA SECO ANTITRANSPIRANTE X150ML GARNIER;;7509552876277;3000;100;;;;false;;;;;;
OBAO ROLL-ON MAGNESIO EXTRA SECO X65G GARNIER;;7509552876352;3000;100;;;;false;;;;;;
OBLEAS CHINAS 5UND GRIPE RESFRIADOS DOLORES DE CABEZA Y MUELA MAVER;;7800004500314;1000;100;;;;false;;;;;;
ODATRON ONDANSETRON 4MG X2COMP LAB. PASTEUR;;7800068011641;16000;100;;;;false;;;;;;
OFTABIOTICO GRAMICIDINA + POLIMIXINA + NEOMICINA 5000UI + 1.7MG + 0.025MG X10ML LAB. SAVAL;;7800060003217;7000;100;;;;false;;;;;;
OFTABIOTICO UNGUENTO 3,5 G;;7800060003224;8500;100;;;;false;;;;;;
OFTAFILM SOLUCION OFTALMICA 0.4 X 10ML - Biofar;;7800060039643;17000;100;;;;false;;;;;;
OFTAFILM SP HIALURONATO DE SODIO 4MG X10ML LAB. NICKLICK;;7800060040571;20000;100;;;;false;;;;;;
OFTAGEN GENTAMICINA + BETAMETASONA 3MG + 1MG X3.5G LAB. NICOLICK;;7800060003330;13000;100;;;;false;;;;;;
OFTAGEN GENTAMICINA 3MG X3.5G LAB. NICOLICK;;7800060003316;12500;100;;;;false;;;;;;
OFTAGEN GENTAMICINA03 SOL OF SAV 5ML;;7800060003309;12500;100;;;;false;;;;;;
OFTAGEN GENTMICINA + BETAMETASONA 0.3% + 0.1% GTS X5 ML LAB SAVAL;;7800060003323;12500;100;;;;false;;;;;;
OFTALER FORTE KETOTIFENO 0.5MG X10ML LAB. NICOLICK;;7800060035911;33000;100;;;;false;;;;;;
OFTASONA-N SOLUCION  X10ML;;7800060003156;17000;100;;;;false;;;;;;
OFTASONNA -N SOL 0,1 10ML;;7800060003132;17000;100;;;;false;;;;;;
OFTAVIR ACICLOVIR3 UNG OF SAVAL 35G;;7800060033528;37000;100;;;;false;;;;;;
OFTAVITAVIT. A C E B2 LUTEINA 30 COMP.;;7800060040144;20000;100;;;;false;;;;;;
OFTIC DICLOFENACO SODICO 1MG X10ML LAB. NICOLICK;;7800060032637;27000;100;;;;false;;;;;;
OFTOL FORTE LOTEPREDNOL ETABONATO 5MG X5ML LAB. NICOLICK;;7800060037274;24000;100;;;;false;;;;;;
OFTOL LOTEPREDNOL ETABONATO 2MG X5ML LAB. NICOLICK;;7800060037199;22000;100;;;;false;;;;;;
OIL CONTROL ISDIN FOTOPROTECTOR;;8429420251175;18000;100;;;;false;;;;;;
OKRABIOTIC X120CAPS ANC;51672;7805357002201;7000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OLANVITAE OLANZAPINA 5MG X28COMP LAB. GALENICUM;;7804653720178;11000;100;;;;false;;;;;;
OLANZAPINA 10MG X 30 COMP.;;7891317023157;0;100;;;;false;;;;;;
OLANZAPINA 5MG X30 COMP LAB EUROFARMA;51675;7800046005686;5000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OLANZYL 10MG OLANZAPINA;51676;7804651290239;14000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OLD SPICE DES. BARRA SHOWTIME 50 G;;7506295304227;2500;100;;;;false;;;;;;
OLD SPICE FRESH;;7501001163983;2500;100;;;;false;;;;;;
OLD SPICE PURE SPORT;;7506339349030;2500;100;;;;false;;;;;;
OLD SPICE PURE SPORT BARRA DES PG 50G;;7501001164003;2500;100;;;;false;;;;;;
OLD SPICE SPRAY;;7506339349146;2500;100;;;;false;;;;;;
OLD SPICE VIP 50GR.;;7501001309060;2500;100;;;;false;;;;;;
OLMECARD-D 40/12.5;51678;8903726308400;9000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OLMEPRESS OLMESARTAN MEDOXOMILO 20MG X30COMP LAB. ASCEND;;7804650881810;7000;100;;;;false;;;;;;
OLMEPRESS OLMESARTAN MEDOXOMILO 40 MG. 30 COMP. LAB. ASCEND;;7804650881834;8500;100;;;;false;;;;;;
OLODINA OLIPATADINA 2MG X5ML LAB. OPHTHA;51682;7707239270077;26000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OLOF OLOPATADINA 02 5ML;;7800060040229;21000;100;;;;false;;;;;;
OLTAN AMLO 40-10 OLMESARTAN MEDOXOMILO + AMLODIPINO 30 COMP. LAB. ITF-LABOMED;;7809591402896;22000;100;;;;false;;;;;;
OLTAN AMLO OOLMESARTAN MEDOXOMLO + AMLODIPINO + HIDROCLOROTIAZIDA 40MG + 5MG + 12.5MG X30COMP LAB.;;7809591403251;28000;100;;;;false;;;;;;
OLTAN-D OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 40MG + 12.5MG X30COMP LAB. ITF-LABOMED;;7809591402919;17000;100;;;;false;;;;;;
OMEGA 3 PETS CACHORROS 125ML;51693;7805350001218;4500;100;OTROS;DRAG PHARMA VETERINARIA MENOR;;false;;;SIN ASIGNACION;;;
OMEPRAZOL 20MG 60 CAP OPKO;;7804620833474;1500;100;;;;false;;;;;;
ONDANSERTRON 8MG X10 COMPRIMIDOS;;7804653720246;18000;100;;;;false;;;;;;
ONDANSETRON VT ONDANSETRON 8MG X10COMP LAB. REUTTER;;7806130011199;8500;100;;;;false;;;;;;
ONDASENTRON 4MG. X8COMP. BUCODISPENSABLE. VITAFARMA;51700;7806130013643;8500;100;OTROS;SIN ASIGNACION;;false;;;ANTIEMETICO;;;
OPTI-FREE EXPRESS 120ML;51701;300653145357;7000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OPTI-FREE EXPRESS SOLUCION DESINFECTANTE MULTIPROPOSITO X355ML ALCON;;300653145333;9500;100;;;;false;;;;;;
OPTI-FREE PURE MOIST DROP 10ML;51702;300650192484;15000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OPTI-FREE PUREMOIST 120ML;51703;300653610800;7000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OPTIVE SOL OFT X15 ML;;7707236674274;33000;100;;;;false;;;;;;
ORAL B CEPILLO DENTAL KIDS ELECTRICO 3+;51704;4210201334712;16000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ORAL B HILO DENTAL;;7506339394504;5500;100;;;;false;;;;;;
ORAL B PASTA DENTAL DISNEY PRINCESAS SABOR BUBBLE GUM X100G;;3014260279165;3000;100;;;;false;;;;;;
ORAL B PASTA DENTAL SPIDER MAN ANTICARIES SABOR FRUTAS SILVESTRES X100G;;7506339398427;3000;100;;;;false;;;;;;
ORAL CARE TRAVEL KIT;;7503036426200;1500;100;;;;false;;;;;;
ORAL FRESH KIDS ENJUAGUE BUCAL SIN ALCOHOL 250ML LAB. MAVER;;7800004000722;1500;100;;;;false;;;;;;
ORAL-B CEPILLO DENTAL MEDIO 1UND PROTER Y GAMBLE;;3014260833176;1000;100;;;;false;;;;;;
ORAL-B EXPERT HILO DENTAL PRO SAUCE 25MTS PROCTER Y GAMBLE;;7506195137161;4000;100;;;;false;;;;;;
ORAL-B KIDS 50 G;;7500435127370;1500;100;;;;false;;;;;;
ORALGENE 0,10% 120ML;;7800004338436;4000;100;;;;false;;;;;;
ORALGENE CLORHEXIDINA GLUCONATO 0.12% X120ML LAB. MAVER;;7800004340446;3000;100;;;;false;;;;;;
ORALGENE CLORHEXIDINA GLUCONATO 0.12% X500 ML. LAB. MAVER;;7800004340453;5000;100;;;;false;;;;;;
ORALNE ISOTRETINOINA 20MG 30 CAPSULAS;;7804625950442;35000;100;;;;false;;;;;;
ORALNE ISOTRETINOINA 5MG 30 CAPSULAS ...;;7804625950534;14000;100;;;;false;;;;;;
ORALNE ISOTRETINONINA 10 MG. 30 CAPS. LAB. DEUTCHE;;7804625950435;18000;100;;;;false;;;;;;
OSELTAMIVIR  75 MG  10 CAPS  LAB MSN;51707;8904159677767;11900;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OSTEOFIX COMP. X40 CONSOLIDACION OSEA;51708;7803504001084;8500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OTEX HC CIPROFLOXACINO CLORHIDRATO + HIDROCORTISONA 0.2G + 1G X5ML LAB. CASSARA;;7795373011366;10000;100;;;;false;;;;;;
OTICUM SOLUCION OTICA 5ML;;7800060011656;9000;100;;;;false;;;;;;
OTOC;;8904103331738;9500;100;;;;false;;;;;;
OTOC ONDANSETRON 8MG X10 COMP. LAB SEVEN PHARMA;51712;8904103326574;8000;100;OTROS;SEVEN PHARMA;;false;;;ANTIEMETICO;;;
OTOCLEAN CARBONATO DE SODIO 10G X10ML LAB. CASSARA;;7795373012103;9000;100;;;;false;;;;;;
OVERSTIN ESTRIOL 0.5MG X15OVULOS LAB. ASPEN;;6091403215454;27000;100;;;;false;;;;;;
OVESTIN ESTRIOL 100MG X15G LAB. ASPEN;;6091403215478;24000;100;;;;false;;;;;;
OVUKALEN ANTINFLAMATORIO X10OVULOS LAB. KNOP;51714;2031011104898;4500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
OVULOS DE MTRONIDAZOL 500 MG;;7804640561159;1500;100;;;;false;;;;;;
OXALAMINA OXALAMINA 50MG X100ML LAB. MILAB;;7800063130514;2000;100;;;;false;;;;;;
OXIDEL-D 0,05% SOL NASAL 10ML OXIMETAZOLINA CLORHIDRATO 25MCGHCL;51715;7795373010840;12000;100;OTROS;SIN ASIGNACION;;false;;;ESMALTE UÑAS;;;
OXILIN OXIMETAZOLINA CLORHIDRATO S. NAS. 0.05% 15 ML LAB. PASTEUR;;7800068010163;8000;100;;;;false;;;;;;
OXIMETRO DE PULSO;;65675250;9500;100;;;;false;;;;;;
OXIMETRO DE PULSO (NIÑOS);;793969066513;17000;100;;;;false;;;;;;
OXIMETRO DE PULSO OHT60 -SCANMED-;;6950715529232;14000;100;;;;false;;;;;;
OXIMETRO DE PULSO SATUROMETRO LOVE LIFE;;739802462364;15000;100;;;;false;;;;;;
OXIMETRO DE PULSO ZEN MED;;6927394511100;9500;100;;;;false;;;;;;
OXOLAMINA 28MG 5ML LAB MILAB;;7800063130507;1500;100;;;;false;;;;;;
P.O.P. BANDA DE YESO 15CM X2.7M;;7804656850216;2500;100;;;;false;;;;;;
PACIFOR ACEPROMAZINA 1.35G X10ML LAB. DRAG PHARMA;;7800006000294;7500;100;;;;false;;;;;;
PACK 2 CEPILLOS FAMILY SET MEDIO;;7805633018636;1000;100;;;;false;;;;;;
PACK 6 PAQUETES. 10X6 U. FAMILY SET;;7805633012801;1000;100;;;;false;;;;;;
PACK COLONIA JOVAN MUSK.;;7804907923942;9000;100;;;;false;;;;;;
PACK CORTA UNAS TRIM;;71603000063;3500;100;;;;false;;;;;;
PACK DE CEPILLO PRO DURALON DOBLE ACCION MEDIO;;7501007457116;2500;100;;;;false;;;;;;
PACK DE INSULINA 10 UNIDADES. 30 UI;;382904916015;2500;100;;;;false;;;;;;
PACK DE INSULINA 10 UNIDADES. 50 UI;;382904917012;2000;100;;;;false;;;;;;
PACK LUBRIDER HUMECTACION DIARIA Y REPARACION INTENSA X400X2;;7804623850355;7000;100;;;;false;;;;;;
PACK QG 5 30 COMP;51723;7804651937851;11500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PALDAR MUPIROCINA UNGUENTO TOPICO 2 X5G DEUTSCHE;;7795380042919;5800;100;;;;false;;;;;;
PALITOS DE ALGODON;;4799020771064;1190;100;;;;false;;;;;;
PALITOS DE ALGODON X200UND;;4799020770081;1500;100;;;;false;;;;;;
PAMPERS CONFORT SEC  PAÑALES DESECHABLES XXG 14-18KG   16 UND.  PROCTER Y GAMBLE;;7500435122450;4500;100;;;;false;;;;;;
PAMPERS CONFORT SEC PANALES DESECHABLES TALLA G X20UND PG;;7500435122443;4500;100;;;;false;;;;;;
PAMPERS CONFORT SEC PANALES DESECHABLES TALLA M X20UND PG;;7500435150699;4500;100;;;;false;;;;;;
PAMPERS CONFORT SEC PAÑALES DESECHABLES XG 11-15 KG 16 UND. PROCTER Y GAMBLE;;7500435122467;4500;100;;;;false;;;;;;
PANADOL ADVANCE PARACETAMOL X12COMP 500MG GSK;51726;7804900000299;1000;100;OTROS;GLAXO;;false;;;ANALGESICO-ANTIPIRETICO;;;
PANADOL NIÑOS PARACETAMOL 160MG X90ML LAB.GSK;;7804900000374;7000;100;;;;false;;;;;;
PANADOL PARACETAMOL 500MG X48COMP LAB. GSK;51729;7804900000305;4000;100;OTROS;SIN ASIGNACION;PARACETAMOL 325 MG,TRAMADOL 325 MG;false;;;SIN ASIGNACION;;;
PANAL CALZON PM X 16 UNIDADES FAMSET;;7805633026891;8000;100;;;;false;;;;;;
PANALES BABYSEC TALLA G 18 UN.;;7806500752172;5900;100;;;;false;;;;;;
PANALES BABYSEC XXG 14 UN.;;7806500752202;3500;100;;;;false;;;;;;
PANALES UNISEX ADULTO TALLA XG FAM SET 8UNI;;7805633021285;4500;100;;;;false;;;;;;
PANDEL;51733;7861073971184;21000;100;OTROS;SILESIA;LINAGLIPTINA 2.5 MG,METFORMINA 850 MG;false;;;CORTICOTERAPIA DERMICA;;;
PANTENE;;7506309837246;4000;100;;;;false;;;;;;
PANTENE ACONDICIONADOR BAMBU X400 ML PROCTER Y GAMBLE;;7500435155922;3500;100;;;;false;;;;;;
PANTENE BAMBU NUTRE CRECE X300ML;;7500435155915;3800;100;;;;false;;;;;;
PANTENE CR. PEINAR HIDROCAUT 300;;7506309840628;4000;100;;;;false;;;;;;
PANTENE PRO V 400ML;;7506309840024;3500;100;;;;false;;;;;;
PANTENE PRO V ACONDICIONADOR FUERZA RECONSTRUCCION X400 ML PROTECTER Y GAMBLE;;7500435020299;3500;100;;;;false;;;;;;
PANTENE PRO V ACONDICIONADOR MIRACLES EQUILIBRIO RAIZ Y PUNTAS X250 ML PROCTER Y GAMBLE;;7500435209663;2500;100;;;;false;;;;;;
PANTENE PRO V BRILLO EXTREMO X400ML;;7501007457826;6000;100;;;;false;;;;;;
PANTENE PRO V FUERZA Y RECONSTRUCION X400ML;;7500435020244;3500;100;;;;false;;;;;;
PANTENE PRO-V ACOND 400ML;;7506309840581;3500;100;;;;false;;;;;;
PANTENE PROV RESTAURACION SHAMPOO X400ML;;7501006721133;3500;100;;;;false;;;;;;
PANTOCAL PANTOPRAZOL 40MG. 28 COMP. LAB. EUROFARMA;51737;7891317028961;10000;100;OTROS;EUROFARMA CHILE;;false;;;ANTIULCEROSO;;;
PAÑUELO DESECHABLE 6 UND. FAM SET;;7805633012771;250;100;;;;false;;;;;;
PANUELOS DESECHABLES DOBLE HOJA 19X14 FAMSET;;7805633026365;1500;100;;;;false;;;;;;
PANUELOS DESECHABLES FAMILY SET;51739;7805633012788;250;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PAPINFLAM PLUS PAPAINA 10MG. X30COMP LAB.MEGALABS;51741;7800059006502;10000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PARA TI ULTRAFINAS X8UND;;7809536101051;1500;100;;;;false;;;;;;
PARACETAMOL 100MG 15ML LAB. VALMA;;7800044000270;1000;100;;;;false;;;;;;
PARACETAMOL 125MG 6 SUPOSITORIOS LAB. SEVEN PHARMA;51742;8906051722880;1000;100;OTROS;SEVEN PHARMA;TIAMINA MONONITRATO (VITAMINAB1),PIRIDOXINA CLORHIDRATO (VITAMINA B6),CIANOCOBALAMINA (VITAMINAB12);false;;;ANALGESICO-ANTIPIRETICO;;;
PARACETAMOL 1G LAB HOSPIFARMA;;7804640561463;2000;100;;;;false;;;;;;
PARACETAMOL 500 MG . 16 COMPRIMIDOS ORALES. ANDROMACO;;7800018000565;500;100;;;;false;;;;;;
PARACETAMOL INFANTIL SOL GOT O 100MGML LCH 15ML;;7800007140524;2000;100;;;;false;;;;;;
PARACETAMOL TRAMADOL CLORHIDRATO 32537.5MG 30COMP LCH;51747;7800007804600;3000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PARACETAMOL X500 PINNACLE B;51748;7804677770548;500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PARAGON 21 POR UNIDAD;;7804995106630;500;100;;;;false;;;;;;
PARATI TOA.HIG.UF NOCTX8;;7809536101068;1500;100;;;;false;;;;;;
PARCHE ADHESIVO 5X8CM;;6920221110002;250;100;;;;false;;;;;;
PARCHE CAPSICO 18X13 CMS;;7800004032853;2000;100;;;;false;;;;;;
PARCHE CURITA 72MMX19MM CAJA X100UND;51750;7804680940129;2000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PARCHE LEON ARNICA. UNIDAD;;4005800154188;5000;100;;;;false;;;;;;
PARCHE LEON CAPSAICINA. 1 UN.;;4005800154195;5000;100;;;;false;;;;;;
PARCHES CLASICOS FAMILY SET 100 UNIDADES 72X19 CMS.;;7805633001997;2500;100;;;;false;;;;;;
PARCHES RESISTENTES AL AGUA 6.1 X 2.5 CM;;7805633008088;1000;100;;;;false;;;;;;
PARODONTAX BLANQUEDOR CREMA DENTAL 124G;;7794640170386;5500;100;;;;false;;;;;;
PARODONTAX FLUOR CREM DEN GSK;;7896015527457;5000;100;;;;false;;;;;;
PARODOX PAROXETNA 20 MG. 30 COMP. LAB. EUROFARMA;;7891317003616;9000;100;;;;false;;;;;;
PAROXETINA X 20MG X30COMP LAB. LCH;51751;7800007803795;5000;100;OTROS;CHILE;;false;;;ANTIDEPRESIVO;;;
PASIFLORA EN GOTAS;51752;2010380121705;7500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PASSIFLORA COMPUESTA MEDICAMENTO HOMEOPATICO 30ML LAB. KNOP;;2000341103475;6500;100;;;;false;;;;;;
PASSIFLORA T.M MEDICAMENTO HOMEOPATICO 30ML LAB. KNOP;;7803504001688;6500;100;;;;false;;;;;;
PASSIFLORA T.M MEDICAMENTO HOMEOPATICO 50 COMP. LAB. KNOP;51754;7803504001725;3000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PASTA DENTAL AQUAFRESH TRIPE ACCION 126 G;;7804900000534;1700;100;;;;false;;;;;;
PASTA DENTAL SENSODYNE REPARAPROTEGE 100G;;7804640170130;6000;100;;;;false;;;;;;
PASTA DENTAL ULTRA BLANCO. 90 GRS.;;7793100111891;1470;100;;;;false;;;;;;
PASTA DENTAL VITIS BLANQUEADORA X100ML;;8427426035355;6000;100;;;;false;;;;;;
PASTA DENTIFRICA ALOE MENTA VITIS 100 ML;;8427426027893;3500;100;;;;false;;;;;;
PASTA LASSAR;;7800044002076;4000;100;;;;false;;;;;;
PASTA LASSAR PASTA LASSAR VALMA 30G;;7800044000102;2000;100;;;;false;;;;;;
PASTA LASSAR POMADA TOPICA X50G LAB. VALMA;51757;7800044002052;2500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
PASTA SENSIBILIDAD Y ENCIAS BLANQUADORA. 100 GRS.;;7501065064585;6250;100;;;;false;;;;;;
PASTILLERO SEMANAL GRANDE;;7805633020479;1500;100;;;;false;;;;;;
PASTILLERO SEMANAL REDONDO BH;51758;6921199300334;2000;100;OTROS;BEST HOUSE;;false;;;SIN ASIGNACION;;;
PASTILLERO X14 DIAS BENETT;51759;7804677070075;2500;100;OTROS;SIN ASIGNACION;;false;;;ACCESORIOS MEDICOS;;;
PATA DE VACA X30ML KNOP;;2010380121743;5000;100;;;;false;;;;;;
PATANOL S OLOPATADINA 0.2 2.5ML;;7896548197332;40000;100;;;;false;;;;;;
PAXON BUSPIRONA 10MG;;7800060011861;18000;100;;;;false;;;;;;
PAXON BUSPIRONA 5MG X20COMP LAB. SAVAL;;7800060011854;13500;100;;;;false;;;;;;
PEDIASURE VAINILLA POLVO 850GR;51764;8886451011701;20000;100;OTROS;ABBOTT NUTRICION;;false;;;SUPLEMENTO ALIMENTICIO;;;
PEILARMINA CLINICA PIEL SENCIBLE X750ML;;7804907997820;7500;100;;;;false;;;;;;
PEINETA CAREY TOCADOR PREFACE N-21;;7804969800229;1500;100;;;;false;;;;;;
PEINETA FAMILIAR N-56;;7804969800533;2500;100;;;;false;;;;;;
PEINETA TINTURA 1 UND.;;7891537286202;3000;100;;;;false;;;;;;
PEINETA Y CEPILLO COMB BRUSH 0+ PIGEON;;4902508106511;5500;100;;;;false;;;;;;
PEINETON GIGANTE 1 UND.;;7891537300458;500;100;;;;false;;;;;;
PEINILLA PFIFFERY PRO;;7708725270144;2000;100;;;;false;;;;;;
PEINILLA PRO LEVEL PFIFERY PRO;;7708089795765;2000;100;;;;false;;;;;;
PELARGONIUM SIDOIDES DC 0.8 GML. SOL. ORAL 50 ML. KALOBA;;7460536557301;11000;100;;;;false;;;;;;
PENTOXIFILINA RX PENTOXIFILINA 400MG X30COMP LAB. KOREA UNITED;;7800086712117;6000;100;;;;false;;;;;;
PEPA DE CALABAZA PLUS x60 CAPSULAS;;7800063132327;4500;100;;;;false;;;;;;
PEPA DE CALABAZA1000MG 60 CAPS BDAS CNP;51774;9001001000618;6500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
